Link+AF8-ID,Time,Moving+AF8-Average+AF8-throughput,Instantaneous+AF8-throughput,Time+AF8-average+AF8-throughput
1,41041999.67,0.003173335,0.06272,0.006926126
1,41091999.67,0.003173335,0,0.006926126
1,41951999.51,0.003173335,0,0.006926126
1,42001999.51,0.003138136,0.03136,0.006926126
1,42001999.67,0.003175468,0.06272,0.006926126
1,42051999.67,0.003175468,0,0.006926126
1,43031999.51,0.003175468,0,0.006926126
1,43081999.51,0.003132259,0.03136,0.006926126
1,43081999.67,0.003168655,0.06272,0.006926126
1,43131999.67,0.003168655,0,0.006926126
1,44951999.51,0.003168655,0,0.006926126
1,45001999.51,0.003068308,0.03136,0.006926126
1,45001999.67,0.003103151,0.06272,0.006926126
1,45002999.51,0.003137924,0.09408,0.006926126
1,45002999.67,0.003172766,0.12544,0.006926126
1,45052999.67,0.003172766,0,0.006926126
1,46032999.51,0.003172766,0,0.006926126
1,46082999.51,0.003132435,0.03136,0.006926126
1,46082999.67,0.003166461,0.06272,0.006926126
1,46083000.65,0.003200486,0.09408,0.006926126
1,46083000.81,0.003234512,0.12544,0.006926126
1,46083001.79,0.003268537,0.1568,0.006926126
1,46083001.94,0.003302563,0.18816,0.006926126
1,46133001.94,0.003302563,0,0.006926126
1,46991999.51,0.003302563,0,0.006926126
1,47041999.51,0.003268569,0.03136,0.006926126
1,47041999.67,0.0033019,0.06272,0.006926126
1,47091999.67,0.0033019,0,0.006926126
1,53951999.51,0.0033019,0,0.006926126
1,54001999.51,0.002905374,0.03136,0.006926126
1,54001999.67,0.00293441,0.06272,0.006926126
1,54051999.67,0.00293441,0,0.006926126
1,55032999.51,0.00293441,0,0.006926126
1,55082999.51,0.002905288,0.03136,0.006926126
1,55082999.67,0.002933755,0.06272,0.006926126
1,55083000.65,0.002962221,0.09408,0.006926126
1,55083000.81,0.002990687,0.12544,0.006926126
1,55133000.81,0.002990687,0,0.006926126
1,58031999.51,0.002990687,0,0.006926126
1,58081999.51,0.002863262,0.03136,0.006926126
1,58081999.67,0.002890259,0.06272,0.006926126
1,58131999.67,0.002890259,0,0.006926126
1,58991999.51,0.002890259,0,0.006926126
1,59041999.51,0.002869822,0.03136,0.006926126
1,59041999.67,0.002896379,0.06272,0.006926126
1,59091999.67,0.002896379,0,0.006926126
1,59951999.51,0.002896379,0,0.006926126
1,60001999.51,0.002876171,0.03136,0.006926126
1,60001999.67,0.002902303,0.06272,0.006926126
1,60051999.67,0.002902303,0,0.006926126
1,60071999.51,0.002902303,0,0.006926126
1,60121999.51,0.002922591,0.03136,0.006926126
1,60121999.67,0.002948671,0.06272,0.006926126
1,60171999.67,0.002948671,0,0.006926126
1,61991999.51,0.002948671,0,0.006926126
1,62041999.51,0.002882692,0.03136,0.006926126
1,62041999.67,0.002907966,0.06272,0.006926126
1,62091999.67,0.002907966,0,0.006926126
1,62951999.51,0.002907966,0,0.006926126
1,63001999.51,0.002888543,0.03136,0.006926126
1,63001999.67,0.002913431,0.06272,0.006926126
1,63051999.67,0.002913431,0,0.006926126
1,65951999.51,0.002913431,0,0.006926126
1,66001999.51,0.002804764,0.03136,0.006926126
1,66001999.67,0.00282852,0.06272,0.006926126
1,66002999.51,0.002852234,0.09408,0.006926126
1,66002999.67,0.00287599,0.12544,0.006926126
1,66052999.67,0.00287599,0,0.006926126
1,67031999.51,0.00287599,0,0.006926126
1,67081999.51,0.002853105,0.03136,0.006926126
1,67081999.67,0.00287648,0.06272,0.006926126
1,67131999.67,0.00287648,0,0.006926126
1,67991999.51,0.00287648,0,0.006926126
1,68041999.51,0.00285894,0.03136,0.006926126
1,68041999.67,0.002881985,0.06272,0.006926126
1,68091999.67,0.002881985,0,0.006926126
1,68951999.51,0.002881985,0,0.006926126
1,69001999.51,0.002864613,0.03136,0.006926126
1,69001999.67,0.002887337,0.06272,0.006926126
1,69002999.51,0.002910018,0.09408,0.006926126
1,69002999.67,0.002932742,0.12544,0.006926126
1,69003000.65,0.002955466,0.1568,0.006926126
1,69003000.81,0.002978189,0.18816,0.006926126
1,69003001.79,0.003000913,0.21952,0.006926126
1,69003001.94,0.003023637,0.25088,0.006926126
1,69053001.94,0.003023637,0,0.006926126
1,70991999.51,0.003023637,0,0.006926126
1,71041999.51,0.002958926,0.03136,0.006926126
1,71041999.67,0.002980997,0.06272,0.006926126
1,71091999.67,0.002980997,0,0.006926126
1,71951999.51,0.002980997,0,0.006926126
